"","등록번호","조사기관","조사의뢰자","시작일","종료일","국제기준응답률(AAPOR)","URL"
"1",14389,"코리아리서치인터내셔널","MBC",2025-05-26,2025-05-27,"5.16%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16281&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"2",14388,"메타보이스","오마이뉴스",2025-05-26,2025-05-27,"1.74%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16280&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"3",14387,"한길리서치","폴리뉴스",2025-05-27,2025-05-27,"2.83%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16279&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"4",14382,"리얼미터","에너지경제신문",2025-05-26,2025-05-27,"2.23%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16272&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"5",14380,"에이스리서치","뉴시스",2025-05-26,2025-05-27,"3.62%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16273&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"6",14379,"한국리서치","KBS",2025-05-25,2025-05-27,"5.4%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16274&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"7",14378,"여론조사공정","데일리안",2025-05-26,2025-05-27,"1.28%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16268&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"8",14377,"여론조사꽃","여론조사꽃",2025-05-24,2025-05-27,"4.64%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16271&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"9",14376,"한국사회여론연구소(KSOI)","CBS",2025-05-26,2025-05-27,"3.48%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16257&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"10",14374,"코리아정보리서치","천지일보",2025-05-26,2025-05-27,"0.95%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16266&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"11",14368,"한국갤럽","뉴스1",2025-05-25,2025-05-26,"5.85%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16259&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"12",14367,"리서치앤리서치","동아일보",2025-05-24,2025-05-25,"1.62%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16256&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"13",14363,"에이스리서치","뉴스핌",2025-05-25,2025-05-26,"1.31%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16255&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"14",14360,"에이스리서치","한국지방신문협회",2025-05-24,2025-05-25,"3.49%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16252&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"15",14359,"조원씨앤아이","스트레이트뉴스",2025-05-27,2025-05-27,"1.73%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16251&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"16",14358,"조원씨앤아이","한양경제",2025-05-24,2025-05-25,"1.33%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16250&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"17",14357,"여론조사공정","펜앤마이크",2025-05-24,2025-05-25,"1.43%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16249&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"18",14356,"넥스트리서치","MBN/매일경제신문",2025-05-23,2025-05-25,"4.86%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16248&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"19",14355,"리서치민","뉴데일리",2025-05-24,2025-05-25,"1.57%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16247&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"20",14354,"한국갤럽","중앙일보",2025-05-24,2025-05-25,"6.37%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16246&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
